Fri Mar 24 14:18:15.829 UTC
Syslog logging: enabled (0 messages dropped, 0 flushes, 0 overruns)
    Console logging: Disabled
    Monitor logging: level debugging, 0 messages logged
    Trap logging: level informational, 0 messages logged
    Buffer logging: level debugging, 121531 messages logged

Log Buffer (2097152 bytes):

RP/0/RP0/CPU0:Mar 24 06:35:27.068 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.45.5, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:35:37.328 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.34.3, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:35:49.611 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.34.4, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:35:59.653 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.12.2, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:36:09.828 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.23.2, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:36:20.810 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.23.3, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:36:31.357 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.12.1, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:36:44.217 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.45.5, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:36:54.309 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.34.3, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:37:05.473 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.12.2, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:37:15.780 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.34.4, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:37:25.987 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.45.4, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:37:36.556 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.23.3, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:37:48.685 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.12.1, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:38:00.353 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.34.3, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:38:10.723 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.45.5, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:38:21.357 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.34.4, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:38:31.661 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.12.2, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:38:41.791 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.23.2, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:38:52.139 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.45.4, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:39:02.273 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.23.3, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:39:13.817 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.12.1, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:39:25.167 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.45.5, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:39:37.495 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.34.4, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:39:48.407 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.45.4, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:39:59.100 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.23.3, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:40:11.772 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.12.1, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:40:22.610 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.34.3, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:40:34.595 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.34.4, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:40:45.336 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.45.4, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:40:59.170 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.12.1, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:41:09.252 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.45.5, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:41:20.407 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.34.3, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:41:31.572 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.12.2, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:41:42.255 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.23.3, GigabitEthernet0/0/0/4 
RP/0/RP0/CPU0:Mar 24 06:41:52.684 UTC: ospf[1027]: %ROUTING-OSPF-4-ERRRCV : Received invalid packet: mismatch area ID, from backbone area must be virtual-link but not found from 2.2.23.2, GigabitEthernet0/0/0/4 
